source,datafile,completeness,consider,note
VMM,P08_009_2005,0.717896175,0,
VMM,P08_009_2006,0.797504121,0,
VMM,P08_009_2007,0.345166524,0,
VMM,P08_009_2008,0.976836009,1,
VMM,P08_009_2009,0.524898215,0,
VMM,P08_009_2010,0.996743487,1,
VMM,P08_009_2011,0.996978852,1,
VMM,P08_009_2012,0.970278493,1,
VMM,P08_009_2013,0.743087558,0,
VMM,P08_009_2014,0.999715586,1,
VMM,P08_009_2015,1,1,
VMM,P08_009_2016,0.311363271,0,
VMM,P08_009_2017,0.998057714,1,
VMM,P08_009_2018,1,1,
VMM,P08_009_2019,0.99560837,1,
VMM,P08_009_2020,0.998915989,1,
VMM,P08_009_2021,-1,0,
VMM,P08_013_2004,-1,0,
VMM,P08_013_2005,0.876245847,0,
VMM,P08_013_2006,0.85356504,0,
VMM,P08_013_2007,0.885076381,0,
VMM,P08_013_2008,0.763084213,0,
VMM,P08_013_2009,0.823846334,0,
VMM,P08_013_2010,0.979596915,1,
VMM,P08_013_2011,0.623933282,0,
VMM,P08_013_2012,0.970963173,1,
VMM,P08_013_2013,0.863417832,0,
VMM,P08_013_2014,0.400435256,0,
VMM,P08_013_2015,0.999729291,1,
VMM,P08_013_2016,0.774636511,0,
VMM,P08_013_2017,0.865611715,0,
VMM,P08_013_2018,1,1,
VMM,P08_013_2019,0.999236835,1,
VMM,P08_013_2020,0.99862069,1,
VMM,P08_013_2021,-1,0,
VMM,P08_018_2004,-1,0,
VMM,P08_018_2005,0.941240184,0,
VMM,P08_018_2006,0.845884413,0,
VMM,P08_018_2007,0.927754095,0,
VMM,P08_018_2008,0.977594025,1,
VMM,P08_018_2009,0.997222924,1,
VMM,P08_018_2010,0.83035539,0,
VMM,P08_018_2011,0.997394325,1,
VMM,P08_018_2012,0.981498195,1,
VMM,P08_018_2013,0.885052884,0,
VMM,P08_018_2014,0.485722696,0,
VMM,P08_018_2015,0.902828467,0,
VMM,P08_018_2016,0.395364301,0,
VMM,P08_018_2017,0.754515297,0,
VMM,P08_018_2018,1,1,
VMM,P08_018_2019,0.986429433,1,
VMM,P08_018_2020,0.937750385,0,
VMM,P08_018_2021,-1,0,
VMM,P08_023_2008,-1,0,
VMM,P08_023_2009,0.734671372,0,
VMM,P08_023_2010,0.274546425,0,
VMM,P08_023_2013,0.410430548,0,
VMM,P08_023_2014,0.402712078,0,
VMM,P08_023_2015,0.975361872,1,
VMM,P08_023_2016,0.962826334,1,
VMM,P08_023_2017,0.995039683,1,
VMM,P08_023_2018,1,1,
VMM,P08_023_2019,0.994180704,1,
VMM,P08_023_2020,0.949424591,0,
VMM,P08_023_2021,-1,0,
VMM,P08_028_2008,-1,0,
VMM,P08_028_2009,0.386460302,0,
VMM,P08_028_2010,0.996341782,1,
VMM,P08_028_2011,0.838173178,0,
VMM,P08_028_2012,0.967543236,1,
VMM,P08_028_2013,0.892499389,0,
VMM,P08_028_2014,0.847156398,0,
VMM,P08_028_2015,0.99941708,1,
VMM,P08_028_2016,0.911866931,0,
VMM,P08_028_2017,0.69695633,0,
VMM,P08_028_2018,1,1,
VMM,P08_028_2019,0.382422803,0,
VMM,P08_028_2020,0.929646597,0,
VMM,P08_028_2021,-1,0,
VMM,P08_031_2008,-1,0,
VMM,P08_031_2009,0.997217585,1,
VMM,P08_031_2010,0.996314496,1,
VMM,P08_031_2011,0.861619453,0,
VMM,P08_031_2012,0.983429395,1,
VMM,P08_031_2013,0.979870775,1,
VMM,P08_031_2014,0.936667653,0,
VMM,P08_031_2015,0.997306034,1,
VMM,P08_031_2016,0.965002447,1,
VMM,P08_031_2017,0.132316114,0,
VMM,P08_031_2018,1,1,
VMM,P08_031_2019,0.980797637,1,
VMM,P08_031_2020,0.931119311,0,
VMM,P08_031_2021,-1,0,
VMM,P08_033_2008,-1,0,
VMM,P08_033_2009,0.990690691,1,
VMM,P08_033_2010,0.989698492,1,
VMM,P08_033_2011,0.668339607,0,
VMM,P08_033_2012,0.979636899,1,
VMM,P08_033_2013,0.652118335,0,
VMM,P08_033_2014,0.945772059,0,
VMM,P08_033_2015,0.693785311,0,
VMM,P08_033_2016,0.335610589,0,
VMM,P08_033_2017,0.884484436,0,
VMM,P08_033_2018,1,1,
VMM,P08_033_2019,0.999742931,1,
VMM,P08_033_2020,0.985066667,1,
VMM,P08_033_2021,-1,0,
VMM,P09_012_2004,-1,0,
VMM,P09_012_2005,0.870755028,0,
VMM,P09_012_2006,0.948845471,0,
VMM,P09_012_2007,0.94435123,0,
VMM,P09_012_2008,0.624402866,0,
VMM,P09_012_2009,0.333196777,0,
VMM,P09_012_2010,0.423241353,0,
VMM,P09_012_2011,0.997881356,1,
VMM,P09_012_2012,0.701364522,0,
VMM,P09_012_2013,0.491013325,0,
VMM,P09_012_2014,0.991197183,1,
VMM,P09_012_2015,1,1,
VMM,P09_012_2016,1,1,
VMM,P09_012_2017,0.876392285,0,
VMM,P09_012_2018,1,1,
VMM,P09_012_2019,0.999436143,1,
VMM,P09_012_2020,0.904043452,0,
VMM,P09_012_2021,-1,0,
VMM,P09_016_2004,-1,0,
VMM,P09_016_2005,0.840022142,0,
VMM,P09_016_2006,0.782908705,0,
VMM,P09_016_2007,0.873769685,0,
VMM,P09_016_2008,0.511661114,0,
VMM,P09_016_2009,0.831713555,0,
VMM,P09_016_2010,0.995515695,1,
VMM,P09_016_2011,0.919309173,0,
VMM,P09_016_2012,0.977542592,1,
VMM,P09_016_2013,0.693110236,0,
VMM,P09_016_2014,0.313472398,0,
VMM,P09_016_2015,0.882305845,0,
VMM,P09_016_2016,0.587591865,0,
VMM,P09_016_2017,0.914095745,0,
VMM,P09_016_2018,1,1,
VMM,P09_016_2019,0.998588767,1,
VMM,P09_016_2020,0.972396487,1,
VMM,P09_016_2021,-1,0,
VMM,P09_025_2008,-1,0,
VMM,P09_025_2009,0.998903509,1,
VMM,P09_025_2010,0.997071028,1,
VMM,P09_025_2011,0.999734959,1,
VMM,P09_025_2012,0.981349298,1,
VMM,P09_025_2013,0.875851461,0,
VMM,P09_025_2014,0.886318195,0,
VMM,P09_025_2015,0.916206483,0,
VMM,P09_025_2016,0.956491391,1,
VMM,P09_025_2017,0.873481357,0,
VMM,P09_025_2018,1,1,
VMM,P09_025_2019,0.999505318,1,
VMM,P09_025_2020,0.998337029,1,
VMM,P09_025_2021,-1,0,
VMM,P09_026_2008,-1,0,
VMM,P09_026_2009,0.964009597,1,
VMM,P09_026_2010,0.137156644,0,
VMM,P09_026_2011,0.045142771,0,
VMM,P09_026_2012,0.584244753,0,
VMM,P09_026_2013,0.771725307,0,
VMM,P09_026_2014,0.9770735,1,
VMM,P09_026_2015,0.999129173,1,
VMM,P09_026_2016,0.814298561,0,
VMM,P09_026_2017,0.996458731,1,
VMM,P09_026_2018,1,1,
VMM,P09_026_2019,0.998658798,1,
VMM,P09_026_2020,0.995653524,1,
VMM,P09_026_2021,-1,0,
VMM,P09_032_2008,-1,0,
VMM,P09_032_2009,0.997014034,1,
VMM,P09_032_2010,0.996504437,1,
VMM,P09_032_2011,0.999031321,1,
VMM,P09_032_2012,0.923894661,0,
VMM,P09_032_2013,0.780184431,0,
VMM,P09_032_2014,1,1,
VMM,P09_032_2015,0.998803828,1,
VMM,P09_032_2016,0.456597446,0,
VMM,P09_032_2017,0.997429306,1,
VMM,P09_032_2018,1,1,
VMM,P09_032_2019,0.998910675,1,
VMM,P09_032_2020,0.998132005,1,
VMM,P09_032_2021,-1,0,
VMM,P09_034_2008,-1,0,
VMM,P09_034_2009,0.809489228,0,interpolation_error in script.m
VMM,P09_034_2010,0.942537313,0,
VMM,P09_034_2011,0.604678363,0,
VMM,P09_034_2012,0.346964856,0,
VMM,P09_034_2013,0.62460828,0,
VMM,P09_034_2014,0.549217002,0,
VMM,P09_034_2015,0.794014854,0,
VMM,P09_034_2016,0.981113564,1,
VMM,P09_034_2017,0.99767562,1,
VMM,P09_034_2018,1,1,
VMM,P09_034_2019,1,1,
VMM,P09_034_2020,0.999133198,1,
VMM,P09_034_2021,-1,0,
VMM,P09_035_2008,-1,0,
VMM,P09_035_2009,0.949002777,0,
VMM,P09_035_2010,0.524641638,0,
VMM,P09_035_2011,0.584732824,0,
VMM,P09_035_2012,0.436443704,0,
VMM,P09_035_2013,0.376840982,0,
VMM,P09_035_2014,0.999668545,1,
VMM,P09_035_2015,0.504607215,0,
VMM,P09_035_2016,0.08046931,0,
VMM,P09_035_2018,1,1,
VMM,P09_035_2019,0.998738648,1,
VMM,P09_035_2020,0.997026464,1,
VMM,P09_035_2021,-1,0,
VMM,P10_011_2004,-1,0,
VMM,P10_011_2005,0.997607656,1,
VMM,P10_011_2006,0.896687697,0,
VMM,P10_011_2007,0.795220437,0,
VMM,P10_011_2008,0.948445172,0,
VMM,P10_011_2009,0.933942559,0,
VMM,P10_011_2010,0.181699671,0,
VMM,P10_011_2011,0.934371524,0,
VMM,P10_011_2012,0.999017199,1,
VMM,P10_011_2013,0.925596631,0,
VMM,P10_011_2014,0.999687011,1,
VMM,P10_011_2015,0.438329682,0,
VMM,P10_011_2016,1,1,
VMM,P10_011_2017,0.759059745,0,
VMM,P10_011_2018,1,1,
VMM,P10_011_2019,0.887104283,0,
VMM,P10_011_2020,0.737628177,0,
VMM,P10_011_2021,-1,0,
VMM,P10_042_2009,-1,0,interpolation_error in script.m
VMM,P10_042_2010,0.405075188,0,
VMM,P10_042_2011,0.72375,0,
VMM,P10_042_2012,0.850453795,0,
VMM,P10_042_2013,0.851046535,0,
VMM,P10_042_2014,0.498048146,0,
VMM,P10_042_2015,0.840273587,0,
VMM,P10_042_2016,0.822169996,0,
VMM,P10_042_2017,0.927306188,0,
VMM,P10_042_2018,1,1,
VMM,P10_042_2019,0.060434314,0,
VMM,P10_042_2020,-1,0,
VMM,P10_042_2021,0,0,
VMM,P11_002_2004,-1,0,
VMM,P11_002_2005,0.933494884,0,
VMM,P11_002_2006,0.999704579,1,
VMM,P11_002_2007,0.973938943,1,
VMM,P11_002_2008,0.919281309,0,
VMM,P11_002_2009,0.907647526,0,interpolation_error in script.m
VMM,P11_002_2010,0.886579304,0,
VMM,P11_002_2011,0.998847262,1,
VMM,P11_002_2012,0.541733665,0,
VMM,P11_002_2013,0.848824188,0,
VMM,P11_002_2014,0.756878439,0,
VMM,P11_002_2015,0.978277938,1,
VMM,P11_002_2016,0.859836438,0,
VMM,P11_002_2017,0.816540348,0,
VMM,P11_002_2018,1,1,
VMM,P11_002_2019,0.999201065,1,
VMM,P11_002_2020,0.996191034,1,
VMM,P11_002_2021,-1,0,
VMM,P11_007_2004,-1,0,
VMM,P11_007_2005,0.700287003,0,
VMM,P11_007_2006,0.960286817,1,
VMM,P11_007_2007,0.562688366,0,
VMM,P11_007_2008,0.748055669,0,
VMM,P11_007_2009,0.998115747,1,
VMM,P11_007_2010,0.997638167,1,
VMM,P11_007_2011,0.996011396,1,
VMM,P11_007_2012,0.98426385,1,
VMM,P11_007_2013,0.901825467,0,
VMM,P11_007_2014,0.678241758,0,
VMM,P11_007_2015,0.999737326,1,
VMM,P11_007_2016,0.994057935,1,
VMM,P11_007_2017,0.847001483,0,
VMM,P11_007_2018,1,1,
VMM,P11_007_2019,0.999212392,1,
VMM,P11_007_2020,0.959473684,1,
VMM,P11_007_2021,-1,0,
VMM,P11_024_2006,-1,0,
VMM,P11_024_2007,0.370980847,0,
VMM,P11_024_2008,0.860686138,0,
VMM,P11_024_2009,0.512775588,0,
VMM,P11_024_2010,0.647169515,0,
VMM,P11_024_2011,0.65471394,0,
VMM,P11_024_2012,0.966259871,1,
VMM,P11_024_2013,0.916765193,0,
VMM,P11_024_2014,1,1,
VMM,P11_024_2015,0.999727965,1,
VMM,P11_024_2016,0.612290696,0,
VMM,P11_024_2017,0.775217303,0,
VMM,P11_024_2018,1,1,
VMM,P11_024_2019,0.901904762,0,
VMM,P11_024_2020,0.998729352,1,
VMM,P11_024_2021,-1,0,
VMM,P11_043_2008,-1,0,
VMM,P11_043_2009,0.998566103,1,
VMM,P11_043_2010,0.996733551,1,
VMM,P11_043_2011,0.999410898,1,
VMM,P11_043_2012,0.978825794,1,
VMM,P11_043_2013,0.425548093,0,
VMM,P11_043_2014,1,1,
VMM,P11_043_2015,0.999729144,1,
VMM,P11_043_2016,0.99552795,1,
VMM,P11_043_2017,0.998445596,1,
VMM,P11_043_2018,1,1,
VMM,P11_043_2019,0.999487179,1,
VMM,P11_043_2020,0.997937537,1,
VMM,P11_043_2021,-1,0,
